Date(YYYYMMDD),外資買進金額,外資賣出金額,外資買賣超,投信買進金額,投信賣出金額,投信買賣超,自營商買進金額,自營商賣出金額,自營商買賣超,三大法人合計買賣超,2258_收盤價,2258_外資張,2258_投信張,2258_自營商張,2258_合計張,2308_收盤價,2308_外資張,2308_投信張,2308_自營商張,2308_合計張,2317_收盤價,2317_外資張,2317_投信張,2317_自營商張,2317_合計張,2330_收盤價,2330_外資張,2330_投信張,2330_自營商張,2330_合計張,2357_收盤價,2357_外資張,2357_投信張,2357_自營商張,2357_合計張,2454_收盤價,2454_外資張,2454_投信張,2454_自營商張,2454_合計張,2753_收盤價,2753_外資張,2753_投信張,2753_自營商張,2753_合計張,3293_收盤價,3293_外資張,3293_投信張,3293_自營商張,3293_合計張,6763_收盤價,6763_外資張,6763_投信張,6763_自營商張,6763_合計張
20251106,,,,"8,209,936,747","5,857,788,368","2,352,148,379","202,772,003,798","203,542,994,460","-770,990,662",,38.7,206000.0,38000.0,168000.0,0.0,978.0,3877088.0,5121254.0,-1244166.0,0.0,248.0,24762992.0,23650239.0,1112753.0,0.0,1465.0,15559819.0,17656492.0,-2096673.0,0.0,681.0,2094564.0,1117466.0,977098.0,0.0,1290.0,3011676.0,6227804.0,-3216128.0,0.0,199.5,64000.0,55000.0,9000.0,0.0,,,,,,,,,,
