Date(YYYYMMDD),外資買進金額,外資賣出金額,外資買賣超,投信買進金額,投信賣出金額,投信買賣超,自營商買進金額,自營商賣出金額,自營商買賣超,三大法人合計買賣超,2258_收盤價,2258_外資張,2258_投信張,2258_自營商張,2258_合計張,2308_收盤價,2308_外資張,2308_投信張,2308_自營商張,2308_合計張,2317_收盤價,2317_外資張,2317_投信張,2317_自營商張,2317_合計張,2330_收盤價,2330_外資張,2330_投信張,2330_自營商張,2330_合計張,2357_收盤價,2357_外資張,2357_投信張,2357_自營商張,2357_合計張,2454_收盤價,2454_外資張,2454_投信張,2454_自營商張,2454_合計張,2753_收盤價,2753_外資張,2753_投信張,2753_自營商張,2753_合計張,3293_收盤價,3293_外資張,3293_投信張,3293_自營商張,3293_合計張,6763_收盤價,6763_外資張,6763_投信張,6763_自營商張,6763_合計張
20251104,,,,"10,532,137,705","7,636,269,548","2,895,868,157","217,600,573,572","232,072,468,065","-14,471,894,493",,39.55,82000.0,58000.0,24000.0,0.0,975.0,5643919.0,8958190.0,-3314271.0,0.0,244.0,27135325.0,22473496.0,4661829.0,0.0,1505.0,17937084.0,15030377.0,2906707.0,0.0,688.0,1455462.0,1746265.0,-290803.0,0.0,1315.0,5160223.0,2294238.0,2865985.0,0.0,200.0,530000.0,115000.0,415000.0,0.0,,,,,,,,,,
