Date(YYYYMMDD),外資買進金額,外資賣出金額,外資買賣超,投信買進金額,投信賣出金額,投信買賣超,自營商買進金額,自營商賣出金額,自營商買賣超,三大法人合計買賣超,2258_收盤價,2258_外資張,2258_投信張,2258_自營商張,2258_合計張,2308_收盤價,2308_外資張,2308_投信張,2308_自營商張,2308_合計張,2317_收盤價,2317_外資張,2317_投信張,2317_自營商張,2317_合計張,2330_收盤價,2330_外資張,2330_投信張,2330_自營商張,2330_合計張,2357_收盤價,2357_外資張,2357_投信張,2357_自營商張,2357_合計張,2454_收盤價,2454_外資張,2454_投信張,2454_自營商張,2454_合計張,2753_收盤價,2753_外資張,2753_投信張,2753_自營商張,2753_合計張,3293_收盤價,3293_外資張,3293_投信張,3293_自營商張,3293_合計張,6763_收盤價,6763_外資張,6763_投信張,6763_自營商張,6763_合計張
20251103,,,,"9,945,479,825","10,083,722,026","-138,242,201","204,417,040,307","212,867,130,742","-8,450,090,435",,,17000.0,160000.0,-143000.0,0.0,983.0,3961726.0,7357356.0,-3395630.0,0.0,251.5,25796564.0,28578423.0,-2781859.0,0.0,1510.0,14088120.0,10560120.0,3528000.0,0.0,691.0,1898311.0,1765580.0,132731.0,0.0,1300.0,4474885.0,6798717.0,-2323832.0,0.0,195.0,163000.0,55000.0,108000.0,0.0,,,,,,,,,,
